Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adversaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
25-26;19;Championat de France;Domicile;;Landerneau;;Banc;J. Bayssiere;0;9;0,15;0,15;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;19;Championat de France;Domicile;;Landerneau;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;5;5;0;2;0;0;0;0;0;0;0;0;Team / Coach
25-26;19;Championat de France;Domicile;;Landerneau;;Banc;TOTAUX EQUIPE;;;;;21;54;0,39;17;40;0,43;;;;;;;2;32;9;6;5;5;5;51;6;32;38;10;22;5;0;3;16;11;0;47;0;TOTAUX EQUIPE
25-26;20;Championat de France;Exterieur;;Charnay;Capitaine;Starter;A. Ngo Ndjock(C);37;31;0,52;37,52;;;;;;;;;;;;;;;;;;;;19;4;4;8;4;4;0;0;0;3;3;-14;14;0;A. Ngo Ndjock(C)
25-26;20;Championat de France;Exterieur;;Charnay;;Starter;C. Burdick;35;59;0,98;35,98;;;;;;;0;0;;0;0;;;;;;;;;12;5;8;13;5;4;1;0;1;1;1;-13;21;11;C. Burdick
25-26;20;Championat de France;Exterieur;;Charnay;;Starter;M. Williams;23;49;0,82;23,82;;;;;;;0;2;0;;;;;;;;;;;15;1;1;2;2;4;4;0;0;3;2;-9;12;25;M. Williams
25-26;20;Championat de France;Exterieur;;Charnay;;Starter;E. Mahoutou;34;43;0,72;34,72;;;;;;;0;0;;0;0;;;;;;;;;2;1;2;3;1;2;3;3;0;3;0;-6;6;26;E. Mahoutou
25-26;20;Championat de France;Exterieur;;Charnay;;Starter;R. Le Seyec;14;16;0,27;14,27;;;;;;;0;1;0;0;0;;;;;;;;;2;1;2;3;0;1;0;1;0;3;1;4;-1;27;R. Le Seyec
25-26;20;Championat de France;Exterieur;;Charnay;;Banc;C. Cherry;2;7;0,12;2,12;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-3;0;6;C. Cherry
25-26;20;Championat de France;Exterieur;;Charnay;;Banc;L. Laisney;12;31;0,52;12,52;;;;;;;0;0;;;;;;;;;;;;5;0;0;0;0;0;0;0;0;1;1;1;4;13;L. Laisney
25-26;20;Championat de France;Exterieur;;Charnay;;Banc;O. Diarisso;25;15;0,25;25,25;;;;;;;0;0;;;;;;;;;;;;10;0;5;5;1;3;2;1;0;2;2;-15;9;23;O. Diarisso
25-26;20;Championat de France;Exterieur;;Charnay;;Banc;V. Majekodunmi;13;28;0,47;13,47;0;1;0;0;0;;0;1;0;0;0;;;;;;;;;0;0;4;4;1;3;0;0;0;1;2;0;1;30;V. Majekodunmi
25-26;20;Championat de France;Exterieur;;Charnay;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;2;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;20;Championat de France;Exterieur;;Charnay;;Banc;TOTAUX EQUIPE;;;;;27;70;0,39;24;57;0,42;;;;;;;11;38;10;2;15;2;10;65;13;27;40;14;22;10;5;1;17;12;0;67;0;TOTAUX EQUIPE
25-26;21;Championat de France;Domicile;;Lattes Montpellier;Capitaine;Starter;A. Ngo Ndjock(C);35;17;0,28;35,28;;;;;;;;;;;;;;;;;;;;13;0;3;3;3;5;2;0;1;2;3;-14;9;0;A. Ngo Ndjock(C)
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Starter;C. Burdick;30;38;0,63;30,63;;;;;;;0;0;;0;0;;;;;;;;;6;3;10;13;5;8;0;0;0;4;2;-20;13;11;C. Burdick
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Starter;M. Williams;34;37;0,62;34,62;;;;0;6;0;;;;;;;;;;;;;;8;0;1;1;2;2;1;1;0;2;2;-16;-1;25;M. Williams
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Starter;E. Mahoutou;32;33;0,55;32,55;;;;;;;0;0;;;;;;;;;;;;15;2;2;4;5;5;1;0;0;2;3;-8;15;26;E. Mahoutou
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Starter;R. Le Seyec;24;0;0;24;;;;;;;0;0;;;;;;;;;;;;3;1;4;5;0;2;1;1;0;2;1;-15;6;27;R. Le Seyec
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Banc;C. Cherry;1;2;0,03;1,03;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;2;0;6;C. Cherry
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Banc;L. Laisney;5;8;0,13;5,13;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;1;0;0;0;0;1;0;1;1;13;L. Laisney
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Banc;O. Diarisso;23;57;0,95;23,95;;;;;;;0;0;;;;;;;;;;;;12;0;8;8;3;4;0;2;0;3;2;-10;16;23;O. Diarisso
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Banc;V. Majekodunmi;12;38;0,63;12,63;;;;0;0;;;;;0;0;;;;;;;;;3;0;0;0;0;1;0;0;0;0;0;0;1;30;V. Majekodunmi
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;66;L. Petiteau
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;4;6;0;0;0;0;0;0;0;0;0;0;Team / Coach
25-26;21;Championat de France;Domicile;;Lattes Montpellier;;Banc;TOTAUX EQUIPE;;;;;24;57;0,42;19;41;0,46;;;;;;;7;30;6;7;15;;10;60;8;32;40;19;27;5;4;1;16;13;0;66;0;TOTAUX EQUIPE
25-26;22;Championat de France;Domicile;;Bourges;Capitaine;Starter;A. Ngo Ndjock(C);32;47;0,78;32,78;;;;;;;0;7;0;;;;;;;;;;;4;0;1;1;3;2;0;0;0;2;4;-36;-8;0;A. Ngo Ndjock(C)
25-26;22;Championat de France;Domicile;;Bourges;;Starter;C. Burdick;28;25;0,42;28,42;0;6;0;0;6;0;0;0;;;;;;;;;;;;1;0;4;4;0;1;0;1;0;3;3;-33;-2;11;C. Burdick
25-26;22;Championat de France;Domicile;;Bourges;;Starter;M. Williams;27;33;0,55;27,55;;;;;;;;;;0;0;;;;;;;;;18;1;1;2;0;2;0;0;0;1;3;-41;11;25;M. Williams
25-26;22;Championat de France;Domicile;;Bourges;;Starter;E. Mahoutou;27;6;0,1;27,1;;;;;;;0;1;0;0;3;0;;;;;;;;6;1;3;4;1;1;1;0;0;3;2;-25;3;26;E. Mahoutou
25-26;22;Championat de France;Domicile;;Bourges;;Starter;R. Le Seyec;16;14;0,23;16,23;;;;;;;0;1;0;;;;;;;;;;;6;2;4;6;1;0;1;1;0;2;4;-13;11;27;R. Le Seyec
25-26;22;Championat de France;Domicile;;Bourges;;Banc;C. Cherry;15;6;0,1;15,1;0;5;0;0;3;0;0;2;0;0;0;;;;;;;;;0;3;0;3;1;0;0;0;0;1;0;-13;-1;6;C. Cherry
25-26;22;Championat de France;Domicile;;Bourges;;Banc;L. Laisney;9;1;0,02;9,02;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;2;0;2;1;0;0;0;0;2;0;-7;2;13;L. Laisney
25-26;22;Championat de France;Domicile;;Bourges;;Banc;O. Diarisso;20;56;0,93;20,93;;;;;;;0;0;;;;;;;;;;;;4;1;1;2;0;1;0;0;1;2;1;-33;2;23;O. Diarisso
25-26;22;Championat de France;Domicile;;Bourges;;Banc;V. Majekodunmi;17;50;0,83;17,83;;;;0;1;0;;;;0;0;;;;;;;;;3;3;4;7;1;1;1;0;0;2;1;-17;9;30;V. Majekodunmi
25-26;22;Championat de France;Domicile;;Bourges;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;66;L. Petiteau
25-26;22;Championat de France;Domicile;;Bourges;;Banc;J. Bayssiere;4;1;0,02;4,02;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;-2;0;91;J. Bayssiere
25-26;22;Championat de France;Domicile;;Bourges;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;1;3;0;5;0;0;0;0;0;0;0;0;Team / Coach
25-26;22;Championat de France;Domicile;;Bourges;;Banc;TOTAUX EQUIPE;;;;;15;61;0,25;;;;;;;;;;4;12;4;0;7;;4;42;15;19;34;8;13;3;2;1;19;18;0;25;0;TOTAUX EQUIPE
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;Capitaine;Starter;A. Ngo Ndjock(C);27;49;0,82;27,82;;;;;;;;;;;;;;;;;;;;16;0;2;2;1;7;1;0;1;3;3;-23;6;0;A. Ngo Ndjock(C)
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Starter;L. Mendez Camps;15;39;0,65;15,65;;;;0;2;0;;;;0;2;0;;;;;;;;3;0;1;1;2;1;0;0;0;1;1;-17;1;7;L. Mendez Camps
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Starter;C. Burdick;28;28;0,47;28,47;;;;;;;0;0;;;;;;;;;;;;11;2;4;6;4;0;0;0;0;4;2;-16;15;11;C. Burdick
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Starter;E. Mahoutou;29;11;0,18;29,18;;;;;;;0;0;;0;0;;;;;;;;;8;1;2;3;1;2;2;0;1;1;1;-17;4;26;E. Mahoutou
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Starter;R. Le Seyec;21;32;0,53;21,53;;;;;;;0;0;;0;1;0;;;;;;;;4;1;1;2;0;2;0;2;0;4;2;-12;5;27;R. Le Seyec
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Banc;C. Cherry;9;9;0,15;9,15;;;;;;;0;0;;0;0;;;;;;;;;2;0;2;2;0;0;0;0;0;0;0;-4;4;6;C. Cherry
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Banc;L. Laisney;4;8;0,13;4,13;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;1;1;0;2;0;0;0;0;0;3;-2;13;L. Laisney
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Banc;O. Diarisso;27;45;0,75;27,75;0;4;0;0;3;0;0;1;0;;;;;;;;;;;2;0;7;7;1;1;0;0;0;1;3;-19;3;23;O. Diarisso
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Banc;M. Williams;24;33;0,55;24,55;;;;;;;;;;;;;;;;;;;;10;0;2;2;2;4;5;0;1;2;1;-7;5;25;M. Williams
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Banc;V. Majekodunmi;10;56;0,93;10,93;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;3;1;1;0;0;2;1;7;3;30;V. Majekodunmi
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;2;0;0;0;0;0;0;0;0;Team / Coach
25-26;P1;Playdown;Exterieur;;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;22;57;0,39;17;42;0,4;;;;;;;19;28;4;11;14;;12;56;6;24;30;14;22;9;2;3;18;14;0;46;0;TOTAUX EQUIPE
25-26;P2;Playdown;Domicile;;Toulouse;;Starter;A. Ngo Ndjock;36;37;0,62;36,62;;;;;;;;;;;;;;;;;;;;14;2;4;6;2;2;3;0;0;2;2;-8;12;0;A. Ngo Ndjock
25-26;P2;Playdown;Domicile;;Toulouse;Capitaine;Starter;L. Mendez Camps(C);31;29;0,48;31,48;;;;;;;;;;;;;;;;;;;;12;1;4;5;7;2;1;0;0;3;2;-5;17;7;L. Mendez Camps(C)
25-26;P2;Playdown;Domicile;;Toulouse;;Starter;C. Burdick;30;3;0,05;30,05;;;;;;;0;0;;;;;;;;;;;;9;3;10;13;0;2;2;0;0;3;3;-7;16;11;C. Burdick
25-26;P2;Playdown;Domicile;;Toulouse;;Starter;E. Mahoutou;32;30;0,5;32,5;;;;;;;0;0;;0;0;;;;;;;;;6;1;2;3;5;1;2;0;0;3;2;-4;12;26;E. Mahoutou
25-26;P2;Playdown;Domicile;;Toulouse;;Starter;R. Le Seyec;22;2;0,03;22,03;;;;;;;0;1;0;;;;;;;;;;;10;0;2;2;2;1;0;3;0;1;4;-1;10;27;R. Le Seyec
25-26;P2;Playdown;Domicile;;Toulouse;;Banc;C. Cherry;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;C. Cherry
25-26;P2;Playdown;Domicile;;Toulouse;;Banc;L. Laisney;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;13;L. Laisney
25-26;P2;Playdown;Domicile;;Toulouse;;Banc;O. Diarisso;16;55;0,92;16,92;;;;;;;0;0;;0;0;;;;;;;;;4;0;1;1;0;2;1;1;1;0;0;-9;1;23;O. Diarisso
25-26;P2;Playdown;Domicile;;Toulouse;;Banc;M. Williams;20;58;0,97;20,97;;;;0;3;0;;;;0;0;;;;;;;;;3;0;5;5;1;0;1;1;1;4;0;-4;5;25;M. Williams
25-26;P2;Playdown;Domicile;;Toulouse;;Banc;V. Majekodunmi;9;7;0,12;9,12;;;;;;;0;1;0;0;0;;;;;;;;;2;1;0;1;1;1;0;0;0;2;0;3;1;30;V. Majekodunmi
25-26;P2;Playdown;Domicile;;Toulouse;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;P2;Playdown;Domicile;;Toulouse;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;2;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;P2;Playdown;Domicile;;Toulouse;;Banc;TOTAUX EQUIPE;;;;;22;65;0,34;18;49;0,37;;;;;;;16;24;3;14;9;5;7;60;8;30;38;18;12;10;5;2;18;13;0;75;0;TOTAUX EQUIPE
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Starter;A. Ngo Ndjock;35;42;0,7;35,7;;;;;;;;;;0;0;;;;;;;;;23;3;2;5;4;5;5;0;0;3;2;11;21;0;A. Ngo Ndjock
25-26;P3;Playdown;Exterieur;;Roche Vendée;Capitaine;Starter;L. Mendez Camps(C);35;7;0,12;35,12;;;;;;;;;;;;;;;;;;;;16;1;2;3;7;0;0;0;0;3;3;6;15;7;L. Mendez Camps(C)
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Starter;C. Burdick;26;46;0,77;26,77;;;;;;;0;0;;;;;;;;;;;;8;8;4;12;2;3;2;0;0;4;2;0;11;11;C. Burdick
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Starter;E. Mahoutou;28;32;0,53;28,53;;;;;;;0;0;;0;2;0;;;;;;;;10;1;2;3;3;1;1;0;0;2;1;14;13;26;E. Mahoutou
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Starter;R. Le Seyec;19;42;0,7;19,7;;;;;;;0;0;;0;1;0;;;;;;;;6;3;2;5;2;0;0;1;0;0;1;4;12;27;R. Le Seyec
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Banc;O. Diarisso;19;31;0,52;19,52;;;;;;;0;0;;0;0;;;;;;;;;6;3;5;8;2;2;1;1;0;2;2;6;12;23;O. Diarisso
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Banc;M. Williams;19;27;0,45;19,45;;;;;;;;;;;;;;;;;;;;12;0;1;1;1;0;0;0;0;2;1;17;10;25;M. Williams
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Banc;V. Majekodunmi;14;42;0,7;14,7;;;;0;2;0;;;;0;0;;;;;;;;;3;0;1;1;2;0;2;0;0;0;0;2;5;30;V. Majekodunmi
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;66;L. Petiteau
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Team / Coach
25-26;P3;Playdown;Exterieur;;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;35;79;0,44;26;56;0,46;;;;;;;30;32;14;11;21;16;8;84;19;19;38;23;11;11;2;0;16;12;0;99;0;TOTAUX EQUIPE
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Starter;A. Ngo Ndjock;36;46;0,77;36,77;;;;;;;0;6;0;0;0;;;;;;;;;10;0;3;3;4;6;3;0;0;3;1;-11;4;0;A. Ngo Ndjock
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;Capitaine;Starter;L. Mendez Camps(C);30;57;0,95;30,95;;;;;;;;;;;;;;;;;;;;8;1;2;3;9;1;1;0;0;3;5;-6;12;7;L. Mendez Camps(C)
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Starter;C. Burdick;20;10;0,17;20,17;;;;;;;0;0;;;;;;;;;;;;4;3;6;9;2;3;0;0;1;3;1;-9;10;11;C. Burdick
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Starter;E. Mahoutou;21;3;0,05;21,05;;;;;;;0;0;;0;0;;;;;;;;;2;0;0;0;1;1;2;0;0;2;1;-12;2;26;E. Mahoutou
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Starter;R. Le Seyec;24;39;0,65;24,65;;;;;;;0;0;;0;0;;;;;;;;;8;0;2;2;0;0;1;0;0;3;0;-9;11;27;R. Le Seyec
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Banc;C. Cherry;7;1;0,02;7,02;;;;;;;0;0;;;;;;;;;;;;4;0;1;1;1;1;0;0;0;1;2;-1;5;6;C. Cherry
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Banc;L. Laisney;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;13;L. Laisney
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Banc;O. Diarisso;28;38;0,63;28,63;;;;;;;0;0;;;;;;;;;;;;9;2;4;6;2;2;1;1;0;1;3;-6;12;23;O. Diarisso
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Banc;M. Williams;28;49;0,82;28,82;;;;;;;0;5;0;;;;;;;;;;;13;1;1;2;1;2;0;0;0;0;1;-15;5;25;M. Williams
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Banc;V. Majekodunmi;1;7;0,12;1,12;0;2;0;0;1;0;0;1;0;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-6;-2;30;V. Majekodunmi
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;66;L. Petiteau
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;P4;Playdown;Domicile;;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;25;60;0,42;24;45;0,53;;;;;;;16;36;5;8;26;3;8;58;9;21;30;20;17;8;1;1;16;14;0;62;0;TOTAUX EQUIPE
25-26;P5;Playdown;Exterieur;;Toulouse;;Starter;A. Ngo Ndjock;29;58;0,97;29,97;;;;;;;;;;;;;;;;;;;;26;2;3;5;4;2;0;0;0;2;4;18;22;0;A. Ngo Ndjock
25-26;P5;Playdown;Exterieur;;Toulouse;Capitaine;Starter;L. Mendez Camps(C);23;20;0,33;23,33;;;;;;;0;0;;;;;;;;;;;;8;0;7;7;1;2;1;0;0;0;2;3;13;7;L. Mendez Camps(C)
25-26;P5;Playdown;Exterieur;;Toulouse;;Starter;C. Burdick;31;50;0,83;31,83;;;;;;;0;0;;;;;;;;;;;;16;3;5;8;3;2;0;0;0;0;6;22;23;11;C. Burdick
25-26;P5;Playdown;Exterieur;;Toulouse;;Starter;E. Mahoutou;18;13;0,22;18,22;;;;;;;0;0;;;;;;;;;;;;5;1;1;2;0;0;0;0;0;3;1;14;4;26;E. Mahoutou
25-26;P5;Playdown;Exterieur;;Toulouse;;Starter;R. Le Seyec;15;12;0,2;15,2;;;;;;;0;1;0;;;;;;;;;;;4;2;2;4;2;1;1;0;0;3;1;9;7;27;R. Le Seyec
25-26;P5;Playdown;Exterieur;;Toulouse;;Banc;M. Dursus;18;51;0,85;18,85;;;;;;;;;;0;0;;;;;;;;;11;1;4;5;3;3;3;0;0;0;0;19;17;8;M. Dursus
25-26;P5;Playdown;Exterieur;;Toulouse;;Banc;O. Diarisso;23;45;0,75;23,75;;;;;;;0;0;;;;;;;;;;;;12;2;8;10;0;0;0;0;0;1;4;9;19;23;O. Diarisso
25-26;P5;Playdown;Exterieur;;Toulouse;;Banc;M. Williams;24;7;0,12;24,12;;;;;;;;;;;;;;;;;;;;11;2;0;2;3;1;2;0;0;1;3;9;11;25;M. Williams
25-26;P5;Playdown;Exterieur;;Toulouse;;Banc;V. Majekodunmi;14;44;0,73;14,73;0;4;0;0;2;0;0;2;0;0;0;;;;;;;;;0;0;1;1;2;1;0;0;0;3;1;17;-2;30;V. Majekodunmi
25-26;P5;Playdown;Exterieur;;Toulouse;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;0;0;0;0;0;0;0;0;0;Team / Coach
25-26;P5;Playdown;Exterieur;;Toulouse;;Banc;TOTAUX EQUIPE;;;;;29;61;0,48;19;40;0,48;;;;25;29;0,86;8;28;12;5;34;26;10;93;14;33;47;18;12;7;0;0;13;22;0;117;0;TOTAUX EQUIPE
25-26;P6;Playdown;Domicile;;Roche Vendée;;Starter;A. Ngo Ndjock;27;48;0,8;27,8;;;;;;;0;3;0;;;;;;;;;;;17;0;3;3;5;0;0;0;0;4;5;20;11;0;A. Ngo Ndjock
25-26;P6;Playdown;Domicile;;Roche Vendée;Capitaine;Starter;L. Mendez Camps(C);25;5;0,08;25,08;;;;;;;;;;0;0;;;;;;;;;7;0;3;3;3;0;0;0;0;1;0;12;11;7;L. Mendez Camps(C)
25-26;P6;Playdown;Domicile;;Roche Vendée;;Starter;C. Burdick;26;28;0,47;26,47;;;;;;;0;0;;;;;;;;;;;;12;7;8;15;4;2;2;0;0;1;3;20;28;11;C. Burdick
25-26;P6;Playdown;Domicile;;Roche Vendée;;Starter;E. Mahoutou;24;4;0,07;24,07;;;;;;;0;0;;;;;;;;;;;;13;1;1;2;1;0;1;0;0;2;1;-2;12;26;E. Mahoutou
25-26;P6;Playdown;Domicile;;Roche Vendée;;Starter;R. Le Seyec;20;52;0,87;20,87;;;;;;;;;;0;0;;;;;;;;;7;0;1;1;2;0;0;0;1;0;0;10;8;27;R. Le Seyec
25-26;P6;Playdown;Domicile;;Roche Vendée;;Banc;C. Cherry;1;0;0;1;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;2;1;6;C. Cherry
25-26;P6;Playdown;Domicile;;Roche Vendée;;Banc;M. Dursus;16;2;0,03;16,03;;;;;;;;;;0;0;;;;;;;;;9;0;1;1;2;0;3;0;0;2;0;3;11;8;M. Dursus
25-26;P6;Playdown;Domicile;;Roche Vendée;;Banc;O. Diarisso;19;44;0,73;19,73;;;;;;;0;0;;0;2;0;;;;;;;;2;0;3;3;1;1;2;1;0;0;1;14;2;23;O. Diarisso
25-26;P6;Playdown;Domicile;;Roche Vendée;;Banc;M. Williams;20;18;0,3;20,3;;;;;;;;;;0;0;;;;;;;;;16;0;0;0;2;0;2;0;0;3;0;15;14;25;M. Williams
25-26;P6;Playdown;Domicile;;Roche Vendée;;Banc;V. Majekodunmi;12;25;0,42;12,42;;;;0;1;0;;;;0;0;;;;;;;;;3;1;2;3;3;0;1;0;0;3;0;8;9;30;V. Majekodunmi
25-26;P6;Playdown;Domicile;;Roche Vendée;;Banc;L. Petiteau;3;2;0,03;3,03;0;2;0;0;1;0;0;1;0;;;;;;;;;;;2;0;1;1;0;0;0;0;0;0;1;-1;1;66;L. Petiteau
25-26;P6;Playdown;Domicile;;Roche Vendée;;Banc;J. Bayssiere;2;2;0,03;2,03;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;2;0;0;0;4;2;91;J. Bayssiere
25-26;P6;Playdown;Domicile;;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;4;6;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;P6;Playdown;Domicile;;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;36;76;0,47;30;59;0,51;;;;;;;20;52;11;14;32;21;14;88;11;27;38;23;4;12;3;1;16;11;0;115;0;TOTAUX EQUIPE
